Ch1(mA), Ch2(mA), Ch3(mA), Ch4(mA), Ch5(mA), Ch6(mA), Ch7(mA), Ch8(mA), Ch9(mA), Ch10(mA), Ch11(mA), Ch12(mA), Ch13(mA), Ch14(mA), Ch15(mA), Ch16(mA), Channel state, On time, Off time, Pulse number, Pattern, Time, Probeflag
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.153, 0.738, 1.007, 1.144, 1.241, 0.6109, 1.54, 1.413, 1.193, 1.598, 0.5963, 1111111111111111, 50, 70, 1087, 1/785, 130.66222381591797, False
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.153, 0.738, 1.007, 1.144, 1.241, 0.6109, 1.54, 1.413, 1.193, 1.593, 0.5963, 1111111111111111, 50, 70, 1088, 1/785, 130.78019404411316, False
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.153, 0.7331, 1.007, 1.144, 1.241, 0.6109, 1.54, 1.413, 1.193, 1.598, 0.5914, 1111111111111111, 50, 70, 1089, 1/785, 130.90284323692322, False
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.7331, 1.012, 1.144, 1.241, 0.6109, 1.54, 1.413, 1.193, 1.598, 0.5963, 1111111111111111, 50, 70, 1090, 1/785, 131.02321982383728, False
0.5425, 0.9482, 0.8211, 0.8113, 0, 1.158, 0.7331, 1.012, 1.144, 1.241, 0.6109, 1.54, 1.413, 1.193, 1.598, 0.5963, 1111111111111111, 50, 70, 1091, 1/785, 131.14208245277405, False
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.738, 1.007, 1.149, 1.246, 0.6109, 1.54, 1.417, 1.193, 1.598, 0.5963, 1111111111111111, 50, 70, 1092, 1/785, 131.26369261741638, False
0.5425, 0.9531, 0.8211, 0.8065, 0, 1.158, 0.738, 1.007, 1.144, 1.241, 0.6158, 1.54, 1.417, 1.193, 1.598, 0.5963, 1111111111111111, 50, 70, 1093, 1/785, 131.37828707695007, False
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.7331, 1.007, 1.144, 1.241, 0.6109, 1.54, 1.413, 1.193, 1.593, 0.5963, 1111111111111111, 50, 70, 1094, 1/785, 131.5027015209198, False
0.5474, 0.9482, 0.826, 0.8065, 0, 1.153, 0.738, 1.007, 1.144, 1.241, 0.6109, 1.54, 1.413, 1.193, 1.598, 0.5963, 1111111111111111, 50, 70, 1095, 1/785, 131.62454104423523, False
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.738, 1.012, 1.144, 1.246, 0.6109, 1.544, 1.413, 1.197, 1.598, 0.5963, 1111111111111111, 50, 70, 1096, 1/785, 131.7433726787567, False
0.5474, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.738, 1.012, 1.144, 1.246, 0.6109, 1.544, 1.413, 1.197, 1.598, 0.5963, 1111111111111111, 50, 70, 1097, 1/785, 131.86490869522095, False
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.738, 1.012, 1.144, 1.246, 0.6109, 1.54, 1.413, 1.193, 1.598, 0.5963, 1111111111111111, 50, 70, 1098, 1/785, 131.98512768745422, False
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.738, 1.012, 1.144, 1.241, 0.6109, 1.54, 1.413, 1.193, 1.598, 0.5963, 1111111111111111, 50, 70, 1099, 1/785, 132.1041624546051, False
0.5474, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.738, 1.012, 1.144, 1.241, 0.6109, 1.544, 1.413, 1.193, 1.598, 0.5914, 1111111111111111, 50, 70, 1100, 1/785, 132.22576713562012, False
0.5425, 0.9531, 0.8211, 0.8113, 0, 1.158, 0.738, 1.012, 1.144, 1.246, 0.6158, 1.54, 1.417, 1.193, 1.598, 0.5963, 1111111111111111, 50, 70, 1101, 1/785, 132.34600138664246, False
0.5425, 0.9531, 0.8211, 0.8065, 0, 1.158, 0.738, 1.012, 1.144, 1.246, 0.6158, 1.544, 1.417, 1.197, 1.598, 0.6012, 1111111111111111, 50, 70, 1102, 1/785, 132.46504545211792, False
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.738, 1.012, 1.144, 1.241, 0.6158, 1.54, 1.417, 1.197, 1.598, 0.6012, 1111111111111111, 50, 70, 1103, 1/785, 132.58641815185547, False
0.5425, 0.9482, 0.826, 0.8065, 0, 1.158, 0.7429, 1.012, 1.144, 1.246, 0.6158, 1.54, 1.413, 1.197, 1.593, 0.5963, 1111111111111111, 50, 70, 1104, 1/785, 132.70531916618347, False
0.5474, 0.9482, 0.8211, 0.8113, 0, 1.158, 0.738, 1.012, 1.144, 1.241, 0.6109, 1.544, 1.417, 1.197, 1.598, 0.5963, 1111111111111111, 50, 70, 1105, 1/785, 132.82548594474792, False
0.5474, 0.9482, 0.8211, 0.8113, 0, 1.158, 0.738, 1.012, 1.144, 1.246, 0.6158, 1.544, 1.417, 1.197, 1.598, 0.5963, 1111111111111111, 50, 70, 1106, 1/785, 132.94720554351807, False
0.5474, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.738, 1.012, 1.149, 1.246, 0.6158, 1.54, 1.417, 1.197, 1.598, 0.5963, 1111111111111111, 50, 70, 1107, 1/785, 133.06639909744263, False
0.5474, 0.9531, 0.8211, 0.8113, 0, 1.158, 0.738, 1.012, 1.144, 1.246, 0.6158, 1.544, 1.417, 1.197, 1.598, 0.5963, 1111111111111111, 50, 70, 1108, 1/785, 133.18773436546326, False
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.7429, 1.012, 1.149, 1.241, 0.6158, 1.544, 1.422, 1.193, 1.598, 0.5963, 1111111111111111, 50, 70, 1109, 1/785, 133.30830264091492, False
0.5474, 0.9531, 0.8211, 0.8113, 0, 1.158, 0.738, 1.012, 1.149, 1.241, 0.6158, 1.544, 1.422, 1.197, 1.598, 0.5963, 1111111111111111, 50, 70, 1110, 1/785, 133.4270303249359, False
0.5425, 0.9482, 0.8211, 0.8065, 0, 1.158, 0.7429, 1.012, 1.149, 1.246, 0.6158, 1.544, 1.417, 1.197, 1.598, 0.6012, 1111111111111111, 50, 70, 1111, 1/785, 133.54871797561646, False
0.5474, 0.9482, 0.826, 0.8113, 0, 1.158, 0.738, 1.012, 1.149, 1.246, 0.6158, 1.544, 1.417, 1.197, 1.598, 0.5963, 1111111111111111, 50, 70, 1112, 1/785, 133.66897892951965, False
0.5474, 0.9482, 0.8211, 0.8113, 0, 1.158, 0.738, 1.012, 1.149, 1.246, 0.6158, 1.544, 1.417, 1.197, 1.603, 0.5963, 1111111111111111, 50, 70, 1113, 1/785, 133.7876193523407, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.158, 0.738, 1.012, 1.149, 1.241, 0.6158, 1.544, 1.422, 1.197, 1.603, 0.5963, 1111111111111111, 50, 70, 1114, 1/785, 133.90932846069336, False
0.5474, 0.9531, 0.826, 0.8162, 0, 1.163, 0.738, 1.017, 1.149, 1.246, 0.6158, 1.544, 1.417, 1.197, 1.598, 0.5963, 1111111111111111, 50, 70, 1115, 1/785, 134.0294885635376, False
0.5474, 0.9531, 0.8211, 0.8113, 0, 1.158, 0.738, 1.012, 1.149, 1.246, 0.6158, 1.544, 1.422, 1.197, 1.598, 0.5963, 1111111111111111, 50, 70, 1116, 1/785, 134.1486337184906, False
0.5474, 0.9531, 0.8211, 0.8113, 0, 1.158, 0.738, 1.012, 1.149, 1.246, 0.6158, 1.544, 1.417, 1.197, 1.598, 0.6012, 1111111111111111, 50, 70, 1117, 1/785, 134.27005052566528, False
0.5425, 0.9531, 0.826, 0.8113, 0, 1.163, 0.7429, 1.012, 1.149, 1.241, 0.6158, 1.54, 1.422, 1.197, 1.603, 0.5963, 1111111111111111, 50, 70, 1118, 1/785, 134.38933038711548, False
0.5474, 0.9531, 0.8211, 0.8113, 0, 1.158, 0.7429, 1.012, 1.149, 1.246, 0.6158, 1.549, 1.422, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1119, 1/785, 134.51038551330566, False
0.5474, 0.9531, 0.826, 0.8065, 0, 1.158, 0.7429, 1.017, 1.149, 1.246, 0.6207, 1.549, 1.422, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1120, 1/785, 134.63088750839233, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.158, 0.7429, 1.017, 1.149, 1.246, 0.6158, 1.544, 1.422, 1.202, 1.598, 0.5963, 1111111111111111, 50, 70, 1121, 1/785, 134.74970173835754, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.163, 0.7429, 1.017, 1.149, 1.241, 0.6158, 1.544, 1.422, 1.197, 1.603, 0.6012, 1111111111111111, 50, 70, 1122, 1/785, 134.8715307712555, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.163, 0.738, 1.017, 1.149, 1.246, 0.6158, 1.544, 1.422, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1123, 1/785, 134.99155044555664, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.163, 0.7429, 1.017, 1.149, 1.246, 0.6158, 1.544, 1.427, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1124, 1/785, 135.11096048355103, False
0.5474, 0.9531, 0.8211, 0.8113, 0, 1.158, 0.7429, 1.017, 1.149, 1.246, 0.6158, 1.544, 1.422, 1.197, 1.603, 0.6012, 1111111111111111, 50, 70, 1125, 1/785, 135.23241329193115, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.163, 0.7429, 1.017, 1.149, 1.246, 0.6207, 1.544, 1.422, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1126, 1/785, 135.35239553451538, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.163, 0.738, 1.017, 1.149, 1.246, 0.6207, 1.544, 1.422, 1.202, 1.598, 0.6012, 1111111111111111, 50, 70, 1127, 1/785, 135.47148394584656, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.158, 0.7429, 1.017, 1.149, 1.246, 0.6158, 1.549, 1.422, 1.202, 1.608, 0.6012, 1111111111111111, 50, 70, 1128, 1/785, 135.59333324432373, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.163, 0.7429, 1.017, 1.149, 1.246, 0.6158, 1.544, 1.427, 1.202, 1.603, 0.5963, 1111111111111111, 50, 70, 1129, 1/785, 135.71169447898865, False
0.5474, 0.958, 0.826, 0.8162, 0, 1.163, 0.7429, 1.017, 1.149, 1.246, 0.6158, 1.549, 1.422, 1.202, 1.603, 0.5963, 1111111111111111, 50, 70, 1130, 1/785, 135.83364081382751, False
0.5523, 0.9531, 0.8309, 0.8113, 0, 1.163, 0.7429, 1.017, 1.149, 1.246, 0.6158, 1.544, 1.427, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1131, 1/785, 135.95386171340942, False
0.5474, 0.958, 0.826, 0.8162, 0, 1.158, 0.7429, 1.017, 1.149, 1.241, 0.6158, 1.544, 1.427, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1132, 1/785, 136.072838306427, False
0.5474, 0.9531, 0.826, 0.8162, 0, 1.163, 0.7429, 1.017, 1.149, 1.246, 0.6158, 1.544, 1.427, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1133, 1/785, 136.19428944587708, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.163, 0.7429, 1.017, 1.149, 1.246, 0.6207, 1.544, 1.427, 1.207, 1.603, 0.6012, 1111111111111111, 50, 70, 1134, 1/785, 136.31440949440002, False
0.5474, 0.9531, 0.8309, 0.8113, 0, 1.163, 0.7429, 1.017, 1.149, 1.246, 0.6158, 1.544, 1.422, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1135, 1/785, 136.4333598613739, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.158, 0.7429, 1.017, 1.149, 1.246, 0.6207, 1.549, 1.422, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1136, 1/785, 136.55528163909912, False
0.5474, 0.9531, 0.826, 0.8113, 0, 1.163, 0.7429, 1.017, 1.149, 1.246, 0.6207, 1.549, 1.422, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1137, 1/785, 136.67526364326477, False
0.5523, 0.9531, 0.826, 0.8113, 0, 1.163, 0.7429, 1.017, 1.149, 1.246, 0.6158, 1.549, 1.427, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1138, 1/785, 136.79406929016113, False
0.5474, 0.9531, 0.8309, 0.8162, 0, 1.163, 0.7429, 1.017, 1.149, 1.246, 0.6207, 1.549, 1.427, 1.207, 1.608, 0.5963, 1111111111111111, 50, 70, 1139, 1/785, 136.91593956947327, False
0.5474, 0.9531, 0.8309, 0.8162, 0, 1.163, 0.7429, 1.022, 1.149, 1.246, 0.6158, 1.544, 1.427, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1140, 1/785, 137.03470063209534, False
0.5474, 0.9531, 0.826, 0.8162, 0, 1.163, 0.7478, 1.022, 1.149, 1.246, 0.6207, 1.544, 1.427, 1.202, 1.603, 0.5963, 1111111111111111, 50, 70, 1141, 1/785, 137.15509462356567, False
0.5474, 0.9531, 0.8309, 0.8113, 0, 1.163, 0.7429, 1.022, 1.149, 1.246, 0.6158, 1.549, 1.427, 1.202, 1.603, 0.6061, 1111111111111111, 50, 70, 1142, 1/785, 137.27677631378174, False
0.5523, 0.9531, 0.8309, 0.8113, 0, 1.163, 0.7478, 1.022, 1.149, 1.246, 0.6207, 1.549, 1.427, 1.207, 1.603, 0.6012, 1111111111111111, 50, 70, 1143, 1/785, 137.39588737487793, False
0.5474, 0.9531, 0.8309, 0.8113, 0, 1.163, 0.7478, 1.017, 1.153, 1.246, 0.6158, 1.549, 1.427, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1144, 1/785, 137.51719999313354, False
0.5523, 0.9531, 0.8309, 0.8113, 0, 1.163, 0.7429, 1.017, 1.153, 1.246, 0.6207, 1.549, 1.427, 1.207, 1.603, 0.6012, 1111111111111111, 50, 70, 1145, 1/785, 137.6372675895691, False
0.5474, 0.9482, 0.826, 0.8162, 0, 1.163, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.544, 1.432, 1.202, 1.608, 0.6012, 1111111111111111, 50, 70, 1146, 1/785, 137.75642704963684, False
0.5474, 0.9531, 0.826, 0.8162, 0, 1.168, 0.7478, 1.022, 1.149, 1.246, 0.6207, 1.549, 1.432, 1.207, 1.608, 0.6012, 1111111111111111, 50, 70, 1147, 1/785, 137.8777847290039, False
0.5474, 0.958, 0.826, 0.8162, 0, 1.168, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.549, 1.432, 1.202, 1.608, 0.5963, 1111111111111111, 50, 70, 1148, 1/785, 137.9980058670044, False
0.5474, 0.958, 0.826, 0.8162, 0, 1.163, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.544, 1.432, 1.202, 1.603, 0.6012, 1111111111111111, 50, 70, 1149, 1/785, 138.11739540100098, False
0.5474, 0.958, 0.8309, 0.8162, 0, 1.163, 0.7478, 1.017, 1.153, 1.246, 0.6207, 1.549, 1.432, 1.207, 1.608, 0.6012, 1111111111111111, 50, 70, 1150, 1/785, 138.23862838745117, False
0.5523, 0.958, 0.8309, 0.8113, 0, 1.163, 0.7478, 1.017, 1.153, 1.246, 0.6207, 1.544, 1.427, 1.207, 1.603, 0.6061, 1111111111111111, 50, 70, 1151, 1/785, 138.35893654823303, False
0.5523, 0.958, 0.8358, 0.8162, 0, 1.163, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.549, 1.432, 1.207, 1.603, 0.6012, 1111111111111111, 50, 70, 1152, 1/785, 138.47800159454346, False
0.5523, 0.958, 0.8309, 0.8162, 0, 1.163, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.549, 1.432, 1.207, 1.608, 0.6012, 1111111111111111, 50, 70, 1153, 1/785, 138.5997326374054, False
0.5523, 0.958, 0.826, 0.8162, 0, 1.168, 0.7478, 1.022, 1.149, 1.246, 0.6207, 1.549, 1.432, 1.207, 1.608, 0.6012, 1111111111111111, 50, 70, 1154, 1/785, 138.7182605266571, False
0.5523, 0.958, 0.8309, 0.8162, 0, 1.168, 0.7478, 1.022, 1.153, 1.246, 0.6158, 1.544, 1.432, 1.207, 1.603, 0.6012, 1111111111111111, 50, 70, 1155, 1/785, 138.83965468406677, False
0.5523, 0.958, 0.826, 0.8162, 0, 1.168, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.549, 1.432, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1156, 1/785, 138.96015977859497, False
0.5523, 0.9629, 0.8309, 0.8162, 0, 1.168, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.549, 1.432, 1.207, 1.608, 0.6012, 1111111111111111, 50, 70, 1157, 1/785, 139.0793387889862, False
0.5523, 0.958, 0.8309, 0.8162, 0, 1.168, 0.7478, 1.022, 1.158, 1.246, 0.6207, 1.544, 1.432, 1.207, 1.608, 0.6012, 1111111111111111, 50, 70, 1158, 1/785, 139.20108842849731, False
0.5523, 0.958, 0.8309, 0.8162, 0, 1.163, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.549, 1.432, 1.207, 1.603, 0.6012, 1111111111111111, 50, 70, 1159, 1/785, 139.3209011554718, False
0.5474, 0.9629, 0.8309, 0.8162, 0, 1.168, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.549, 1.432, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1160, 1/785, 139.44017148017883, False
0.5523, 0.958, 0.8309, 0.8162, 0, 1.168, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.549, 1.432, 1.212, 1.608, 0.6012, 1111111111111111, 50, 70, 1161, 1/785, 139.56179904937744, False
0.5523, 0.958, 0.8309, 0.8162, 0, 1.168, 0.7527, 1.026, 1.158, 1.251, 0.6207, 1.549, 1.432, 1.207, 1.608, 0.6061, 1111111111111111, 50, 70, 1162, 1/785, 139.68165588378906, False
0.5523, 0.9629, 0.8309, 0.8162, 0, 1.168, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.549, 1.437, 1.212, 1.608, 0.6012, 1111111111111111, 50, 70, 1163, 1/785, 139.80104780197144, False
0.5523, 0.9629, 0.8309, 0.8162, 0, 1.168, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.549, 1.432, 1.207, 1.608, 0.6012, 1111111111111111, 50, 70, 1164, 1/785, 139.92278695106506, False
0.5523, 0.9629, 0.8309, 0.8162, 0, 1.163, 0.7478, 1.022, 1.158, 1.246, 0.6207, 1.549, 1.437, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1165, 1/785, 140.0414388179779, False
0.5523, 0.9629, 0.8358, 0.8211, 0, 1.168, 0.7527, 1.026, 1.158, 1.246, 0.6207, 1.549, 1.437, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1166, 1/785, 140.16240572929382, False
0.5523, 0.958, 0.8309, 0.8162, 0, 1.168, 0.7527, 1.026, 1.158, 1.251, 0.6207, 1.549, 1.432, 1.212, 1.608, 0.6012, 1111111111111111, 50, 70, 1167, 1/785, 140.28293108940125, False
0.5523, 0.958, 0.8309, 0.8162, 0, 1.163, 0.7478, 1.022, 1.153, 1.246, 0.6207, 1.549, 1.437, 1.212, 1.608, 0.6012, 1111111111111111, 50, 70, 1168, 1/785, 140.4026415348053, False
0.5572, 0.958, 0.8309, 0.8162, 0, 1.163, 0.7478, 1.026, 1.153, 1.246, 0.6207, 1.549, 1.437, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1169, 1/785, 140.52387523651123, False
0.5523, 0.958, 0.8309, 0.8162, 0, 1.168, 0.7478, 1.026, 1.158, 1.251, 0.6207, 1.549, 1.437, 1.212, 1.608, 0.6012, 1111111111111111, 50, 70, 1170, 1/785, 140.64384293556213, False
0.5523, 0.958, 0.8309, 0.8162, 0, 1.168, 0.7478, 1.026, 1.158, 1.246, 0.6207, 1.549, 1.442, 1.212, 1.613, 0.6012, 1111111111111111, 50, 70, 1171, 1/785, 140.7632119655609, False
0.5523, 0.9629, 0.8309, 0.8162, 0, 1.168, 0.7527, 1.026, 1.158, 1.246, 0.6207, 1.549, 1.437, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1172, 1/785, 140.8845796585083, False
0.5523, 0.958, 0.8309, 0.8162, 0, 1.168, 0.7527, 1.026, 1.158, 1.251, 0.6256, 1.549, 1.437, 1.212, 1.613, 0.6012, 1111111111111111, 50, 70, 1173, 1/785, 141.0042941570282, False
0.5523, 0.958, 0.8358, 0.8162, 0, 1.168, 0.7527, 1.026, 1.158, 1.246, 0.6207, 1.549, 1.432, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1174, 1/785, 141.123379945755, False
0.5523, 0.9629, 0.8358, 0.8162, 0, 1.168, 0.7527, 1.026, 1.158, 1.246, 0.6207, 1.549, 1.437, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1175, 1/785, 141.2451934814453, False
0.5523, 0.958, 0.8358, 0.8162, 0, 1.168, 0.7527, 1.026, 1.158, 1.251, 0.6207, 1.549, 1.432, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1176, 1/785, 141.36414504051208, False
0.5523, 0.958, 0.8309, 0.8211, 0, 1.168, 0.7527, 1.026, 1.158, 1.251, 0.6207, 1.549, 1.437, 1.212, 1.608, 0.6012, 1111111111111111, 50, 70, 1177, 1/785, 141.4841456413269, False
0.5523, 0.9629, 0.8309, 0.8211, 0, 1.168, 0.7527, 1.026, 1.163, 1.246, 0.6207, 1.549, 1.437, 1.207, 1.608, 0.6012, 1111111111111111, 50, 70, 1178, 1/785, 141.60587072372437, False
0.5474, 0.9629, 0.8309, 0.8211, 0, 1.168, 0.7527, 1.026, 1.163, 1.251, 0.6207, 1.549, 1.437, 1.217, 1.608, 0.6061, 1111111111111111, 50, 70, 1179, 1/785, 141.72488355636597, False
0.5523, 0.9629, 0.8358, 0.8162, 0, 1.168, 0.7527, 1.026, 1.158, 1.251, 0.6256, 1.549, 1.437, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1180, 1/785, 141.84654307365417, False
0.5523, 0.9629, 0.8358, 0.8211, 0, 1.168, 0.7527, 1.026, 1.158, 1.251, 0.6256, 1.549, 1.437, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1181, 1/785, 141.96680545806885, False
0.5523, 0.9629, 0.8309, 0.8211, 0, 1.168, 0.7527, 1.026, 1.158, 1.251, 0.6256, 1.549, 1.437, 1.217, 1.608, 0.6061, 1111111111111111, 50, 70, 1182, 1/785, 142.08586764335632, False
0.5523, 0.958, 0.8358, 0.8162, 0, 1.168, 0.7527, 1.026, 1.158, 1.246, 0.6256, 1.549, 1.437, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1183, 1/785, 142.20775055885315, False
0.5523, 0.9629, 0.8358, 0.8162, 0, 1.168, 0.7527, 1.026, 1.158, 1.251, 0.6256, 1.554, 1.437, 1.212, 1.608, 0.6061, 1111111111111111, 50, 70, 1184, 1/785, 142.32756233215332, False
0.5523, 0.9629, 0.8309, 0.8162, 0, 1.168, 0.7527, 1.026, 1.158, 1.251, 0.6256, 1.554, 1.442, 1.212, 1.613, 0.6061, 1111111111111111, 50, 70, 1185, 1/785, 142.44622159004211, False
0.5523, 0.9629, 0.8309, 0.8211, 0, 1.168, 0.7527, 1.031, 1.158, 1.246, 0.6256, 1.549, 1.442, 1.212, 1.613, 0.6061, 1111111111111111, 50, 70, 1186, 1/785, 142.5679383277893, False
0.5523, 0.9629, 0.8309, 0.8211, 0, 1.168, 0.7527, 1.026, 1.163, 1.251, 0.6256, 1.549, 1.442, 1.217, 1.613, 0.6061, 1111111111111111, 50, 70, 1187, 1/785, 142.68851900100708, False
0.5523, 0.9629, 0.8309, 0.8211, 0, 1.168, 0.7527, 1.031, 1.163, 1.251, 0.6256, 1.549, 1.442, 1.217, 1.613, 0.6061, 1111111111111111, 50, 70, 1188, 1/785, 142.8060314655304, False
0.5523, 0.9629, 0.8358, 0.8211, 0, 1.173, 0.7527, 1.031, 1.163, 1.251, 0.6256, 1.554, 1.442, 1.217, 1.613, 0.6109, 1111111111111111, 50, 70, 1189, 1/785, 142.92882442474365, False
0.5572, 0.9629, 0.8358, 0.8211, 0, 1.168, 0.7527, 1.031, 1.163, 1.251, 0.6256, 1.554, 1.442, 1.217, 1.613, 0.6061, 1111111111111111, 50, 70, 1190, 1/785, 143.04751181602478, False
0.5523, 0.9629, 0.8358, 0.8162, 0, 1.163, 0.7527, 1.026, 1.163, 1.251, 0.6256, 1.554, 1.437, 1.217, 1.608, 0.6061, 1111111111111111, 50, 70, 1191, 1/785, 143.1693012714386, False
0.5572, 0.9629, 0.8358, 0.8211, 0, 1.168, 0.7527, 1.026, 1.163, 1.246, 0.6256, 1.549, 1.442, 1.217, 1.608, 0.6061, 1111111111111111, 50, 70, 1192, 1/785, 143.28967261314392, False
0.5523, 0.9677, 0.8358, 0.8211, 0, 1.168, 0.7527, 1.031, 1.163, 1.251, 0.6207, 1.554, 1.442, 1.217, 1.613, 0.6061, 1111111111111111, 50, 70, 1193, 1/785, 143.40844202041626, False
0.5572, 0.9677, 0.8358, 0.826, 0, 1.173, 0.7527, 1.031, 1.163, 1.251, 0.6256, 1.554, 1.442, 1.212, 1.613, 0.6061, 1111111111111111, 50, 70, 1194, 1/785, 143.5302858352661, False
0.5572, 0.9677, 0.8358, 0.8211, 0, 1.173, 0.7527, 1.031, 1.163, 1.251, 0.6256, 1.549, 1.442, 1.217, 1.613, 0.6061, 1111111111111111, 50, 70, 1195, 1/785, 143.6505913734436, False
0.5523, 0.9677, 0.8358, 0.8211, 0, 1.168, 0.7576, 1.026, 1.163, 1.251, 0.6256, 1.554, 1.442, 1.217, 1.608, 0.6061, 1111111111111111, 50, 70, 1196, 1/785, 143.76898050308228, False
0.5523, 0.9629, 0.8358, 0.8211, 0, 1.168, 0.7576, 1.031, 1.168, 1.246, 0.6256, 1.549, 1.442, 1.217, 1.613, 0.6061, 1111111111111111, 50, 70, 1197, 1/785, 143.89106106758118, False
0.5572, 0.9677, 0.8358, 0.8211, 0, 1.168, 0.7527, 1.026, 1.163, 1.251, 0.6256, 1.554, 1.442, 1.217, 1.613, 0.6061, 1111111111111111, 50, 70, 1198, 1/785, 144.01101756095886, False
0.5572, 0.9629, 0.8407, 0.8211, 0, 1.168, 0.7527, 1.031, 1.163, 1.251, 0.6256, 1.554, 1.442, 1.217, 1.613, 0.6109, 1111111111111111, 50, 70, 1199, 1/785, 144.13007426261902, False
0.5523, 0.9629, 0.8358, 0.8211, 0, 1.168, 0.7527, 1.031, 1.163, 1.251, 0.6256, 1.554, 1.442, 1.217, 1.613, 0.6061, 1111111111111111, 50, 70, 1200, 1/785, 144.25078082084656, False
0.5523, 0.9629, 0.8358, 0.8211, 0, 1.178, 0.7527, 1.036, 1.163, 1.256, 0.6256, 1.554, 1.442, 1.217, 1.608, 0.6061, 1111111111111111, 50, 70, 1201, 1/785, 144.37057614326477, False
0.5572, 0.9629, 0.8358, 0.826, 0, 1.173, 0.7527, 1.031, 1.168, 1.251, 0.6256, 1.554, 1.442, 1.217, 1.613, 0.6061, 1111111111111111, 50, 70, 1202, 1/785, 144.49227476119995, False
0.5523, 0.9677, 0.8358, 0.8211, 0, 1.168, 0.7576, 1.031, 1.168, 1.251, 0.6305, 1.554, 1.447, 1.217, 1.618, 0.6061, 1111111111111111, 50, 70, 1203, 1/785, 144.6122612953186, False
0.5572, 0.9677, 0.8358, 0.8211, 0, 1.173, 0.7576, 1.031, 1.168, 1.251, 0.6256, 1.554, 1.447, 1.217, 1.613, 0.6061, 1111111111111111, 50, 70, 1204, 1/785, 144.7311761379242, False
